date,scene,category,author_tier,app_version,exposure,effective_view_users,comments,comment_users,author_replies,replied_users,replied_revisit_users,sw_impressions,sw_clicks,l1_search_users,l2_search_users,search_users,order_users,gmv
2026-08-25,推荐,数码,尾部,v28.1,48240,15391,477,411,254,233,71,18161,966,189,129,318,32,13728
2026-08-25,推荐,数码,尾部,v28.2,58887,18679,567,488,299,275,84,22041,1144,240,154,394,40,17425
2026-08-25,推荐,家居,头部,v28.1,135596,41871,1308,1125,275,253,78,49408,2516,534,341,875,87,14864
2026-08-25,推荐,家居,头部,v28.2,163314,51643,1599,1376,359,331,99,60938,3076,648,425,1073,111,18900
2026-08-25,推荐,家居,腰部,v28.1,85383,27239,871,749,329,303,97,32142,1687,340,221,562,56,9265
2026-08-25,推荐,家居,腰部,v28.2,102690,32011,954,820,350,322,98,37772,1975,390,264,654,67,11016
2026-08-25,推荐,家居,尾部,v28.1,41575,13301,406,349,201,184,59,15695,834,166,110,276,28,4644
2026-08-25,推荐,家居,尾部,v28.2,49803,15685,469,403,243,223,71,18508,951,193,126,320,31,5203
2026-08-25,推荐,服饰,头部,v28.1,182565,56647,1805,1552,412,379,116,66844,3493,695,471,1166,119,15310
2026-08-25,推荐,服饰,头部,v28.2,229316,72864,2327,2001,509,468,149,85979,4412,927,586,1513,155,20068
2026-08-25,推荐,服饰,腰部,v28.1,113377,35049,1072,922,406,374,112,41357,2190,443,280,722,71,9104
2026-08-25,推荐,服饰,腰部,v28.2,142594,45698,1472,1266,578,532,160,53923,2757,564,374,938,96,12092
2026-08-25,推荐,服饰,尾部,v28.1,58004,18161,544,468,289,265,85,21430,1134,225,153,377,38,4785
2026-08-25,推荐,服饰,尾部,v28.2,70488,21886,692,595,343,316,101,25825,1371,282,178,459,46,5949
2026-08-25,搜索,美妆,头部,v28.1,94312,29757,947,815,210,193,60,35113,1859,372,248,620,61,5898
2026-08-25,搜索,美妆,头部,v28.2,117276,36670,1125,968,252,231,72,43270,2209,469,294,763,78,7435
2026-08-25,搜索,美妆,腰部,v28.1,59464,18653,585,503,221,203,64,22011,1156,230,153,383,39,3787
2026-08-25,搜索,美妆,腰部,v28.2,70204,22337,698,601,277,255,76,26358,1332,279,182,461,46,4485
2026-08-25,搜索,美妆,尾部,v28.1,26975,8601,274,236,143,131,41,10149,521,109,69,178,17,1657
2026-08-25,搜索,美妆,尾部,v28.2,33618,10672,321,276,172,158,49,12593,651,137,86,223,23,2190
2026-08-25,搜索,数码,头部,v28.1,64599,20607,620,533,130,119,38,24317,1273,260,167,427,42,17701
2026-08-25,搜索,数码,头部,v28.2,84557,26952,810,697,186,171,53,31803,1661,344,226,569,59,24832
2026-08-25,搜索,数码,腰部,v28.1,41325,12902,411,353,163,150,46,15225,772,165,103,269,27,11451
2026-08-25,搜索,数码,腰部,v28.2,52236,16648,512,440,204,187,60,19644,992,214,141,354,36,15933
2026-08-25,搜索,数码,尾部,v28.1,19893,6324,195,168,103,95,30,7462,397,77,52,129,13,5579
2026-08-25,搜索,数码,尾部,v28.2,25073,7894,241,207,124,114,35,9315,497,102,65,166,17,7076
2026-08-25,搜索,家居,头部,v28.1,54829,17098,515,443,118,109,33,20176,1037,219,140,359,36,6066
2026-08-25,搜索,家居,头部,v28.2,69881,21744,665,572,142,130,39,25658,1328,277,178,455,45,7646
2026-08-25,搜索,家居,腰部,v28.1,34939,10799,346,297,132,121,38,12742,651,131,86,217,22,3707
2026-08-25,搜索,家居,腰部,v28.2,43809,14038,435,374,159,146,45,16565,844,179,112,291,29,4926
2026-08-25,搜索,家居,尾部,v28.1,16413,5215,162,140,85,79,24,6153,326,66,43,109,11,1901
2026-08-25,搜索,家居,尾部,v28.2,20839,6695,213,183,108,99,30,7901,422,82,55,138,14,2329
2026-08-25,搜索,服饰,头部,v28.1,78357,24224,725,623,153,141,42,28584,1524,311,198,510,50,6510
2026-08-25,搜索,服饰,头部,v28.2,94126,29835,951,817,218,200,65,35205,1884,375,249,624,64,8182
2026-08-25,搜索,服饰,腰部,v28.1,48292,15073,462,398,176,162,49,17786,943,184,125,309,32,4068
2026-08-25,搜索,服饰,腰部,v28.2,61614,19023,583,502,221,203,61,22447,1173,234,153,386,40,5104
2026-08-25,搜索,服饰,尾部,v28.1,24624,7649,236,203,123,113,35,9026,482,93,62,156,16,2096
2026-08-25,搜索,服饰,尾部,v28.2,29758,9326,281,241,151,139,42,11005,575,116,78,194,20,2547
2026-08-25,关注,美妆,头部,v28.1,71474,22540,684,588,157,145,45,26597,1403,287,183,470,47,4462
2026-08-25,关注,美妆,头部,v28.2,88786,28101,840,722,178,164,52,33159,1716,357,234,591,61,5832
2026-08-25,关注,美妆,腰部,v28.1,43664,13491,408,351,158,146,46,15920,822,169,111,281,29,2741
2026-08-25,关注,美妆,腰部,v28.2,57064,17931,576,496,211,194,59,21158,1107,225,143,368,38,3626
2026-08-25,关注,美妆,尾部,v28.1,22717,7085,223,191,118,109,34,8360,434,88,58,147,15,1424
2026-08-25,关注,美妆,尾部,v28.2,27807,8691,275,236,147,135,42,10255,518,112,70,182,18,1727
2026-08-25,关注,数码,头部,v28.1,53259,16922,538,463,118,109,33,19968,1041,215,142,357,36,15598
2026-08-25,关注,数码,头部,v28.2,65593,20312,654,562,149,137,42,23968,1270,253,162,415,42,18293
2026-08-25,关注,数码,腰部,v28.1,32955,10373,310,267,117,108,34,12240,628,128,84,212,21,9122
2026-08-25,关注,数码,腰部,v28.2,38512,12131,386,332,148,136,42,14315,757,151,99,250,26,10929
2026-08-25,关注,数码,尾部,v28.1,15674,4948,148,127,78,71,21,5839,299,63,39,103,10,4359
2026-08-25,关注,数码,尾部,v28.2,18912,5981,182,156,91,84,26,7057,376,73,48,121,12,5113
2026-08-25,关注,家居,头部,v28.1,44390,13763,422,363,91,84,27,16240,826,169,114,283,29,4808
2026-08-25,关注,家居,头部,v28.2,54555,17182,513,441,117,108,35,20275,1084,213,142,354,36,6009
2026-08-25,关注,家居,腰部,v28.1,27904,8811,268,230,101,93,29,10397,553,107,74,181,19,3075
2026-08-25,关注,家居,腰部,v28.2,34671,10870,328,282,119,109,35,12827,668,137,89,226,23,3877
2026-08-25,关注,家居,尾部,v28.1,13436,4216,134,115,68,63,19,4975,263,53,34,87,9,1483
2026-08-25,关注,家居,尾部,v28.2,16699,5358,160,138,86,79,23,6323,328,68,44,112,12,1917
2026-08-25,关注,服饰,头部,v28.1,60205,18990,590,507,126,116,37,22408,1167,234,160,394,40,5099
2026-08-25,关注,服饰,头部,v28.2,78814,24647,780,670,169,156,50,29084,1526,301,198,498,51,6547
2026-08-25,关注,服饰,腰部,v28.1,39441,12459,396,341,156,143,46,14702,775,157,102,259,26,3363
2026-08-25,关注,服饰,腰部,v28.2,48584,15092,464,399,172,159,49,17808,933,190,120,310,31,3913
2026-08-25,关注,服饰,尾部,v28.1,17988,5660,182,156,96,89,27,6678,339,70,46,116,12,1548
2026-08-25,关注,服饰,尾部,v28.2,22093,7049,211,182,112,103,31,8317,436,88,58,146,14,1868
2026-08-26,推荐,美妆,头部,v28.1,232599,71868,2143,1843,494,454,141,84805,4445,925,574,1499,152,14890
2026-08-26,推荐,美妆,头部,v28.2,268070,83893,2656,2284,566,521,164,98994,5058,1021,677,1698,170,16167
2026-08-26,推荐,美妆,腰部,v28.1,138670,44323,1396,1200,528,486,147,52301,2777,567,368,934,93,8775
2026-08-26,推荐,美妆,腰部,v28.2,172499,54225,1708,1468,662,609,190,63985,3251,695,456,1151,114,10783
2026-08-26,推荐,美妆,尾部,v28.1,68240,21763,673,579,355,327,104,25680,1354,273,180,453,47,4538
2026-08-26,推荐,美妆,尾部,v28.2,85274,26464,841,723,422,389,121,31228,1623,323,221,543,53,5091
2026-08-26,推荐,数码,头部,v28.1,169893,53126,1608,1383,350,322,103,62689,3212,658,442,1100,108,45932
2026-08-26,推荐,数码,头部,v28.2,200797,63735,1949,1676,427,393,119,75207,4025,773,518,1291,129,55677
2026-08-26,推荐,数码,腰部,v28.1,103542,32557,998,858,384,353,112,38417,1970,402,261,664,66,28067
2026-08-26,推荐,数码,腰部,v28.2,122897,37983,1204,1035,473,435,137,44820,2391,461,307,768,80,34384
2026-08-26,推荐,数码,尾部,v28.1,50354,15643,486,418,258,238,72,18459,982,191,130,322,32,13764
2026-08-26,推荐,数码,尾部,v28.2,60558,19316,584,502,305,280,89,22793,1221,244,162,407,40,17354
2026-08-26,推荐,家居,头部,v28.1,134316,42711,1367,1175,288,265,84,50399,2551,537,352,889,89,14832
2026-08-26,推荐,家居,头部,v28.2,164265,51893,1626,1399,359,330,105,61234,3221,661,429,1090,107,17941
2026-08-26,推荐,家居,腰部,v28.1,87177,27157,842,724,325,299,91,32046,1626,340,227,568,58,9544
2026-08-26,推荐,家居,腰部,v28.2,103490,33037,1017,875,376,346,111,38983,2075,404,279,683,68,11490
2026-08-26,推荐,家居,尾部,v28.1,41867,13165,423,364,209,193,60,15534,829,162,106,269,27,4535
2026-08-26,推荐,家居,尾部,v28.2,51725,16159,481,414,261,240,75,19067,967,200,132,332,34,5566
2026-08-26,推荐,服饰,头部,v28.1,188962,60376,1847,1588,423,389,121,71244,3681,776,502,1278,128,16365
2026-08-26,推荐,服饰,头部,v28.2,235824,73785,2333,2007,500,460,143,87066,4529,938,590,1528,156,20409
2026-08-26,推荐,服饰,腰部,v28.1,119496,37656,1139,980,445,410,124,44434,2296,461,312,774,77,9977
2026-08-26,推荐,服饰,腰部,v28.2,151559,47632,1447,1244,536,493,148,56206,2966,610,395,1005,99,12611
2026-08-26,推荐,服饰,尾部,v28.1,57566,17849,538,463,277,255,82,21062,1076,218,146,363,37,4723
2026-08-26,推荐,服饰,尾部,v28.2,71520,22889,726,625,392,361,115,27009,1378,279,184,464,47,6105
2026-08-26,搜索,美妆,头部,v28.1,96349,29941,893,768,206,189,60,35331,1881,372,242,614,63,6023
2026-08-26,搜索,美妆,头部,v28.2,116853,36450,1109,954,245,226,71,43011,2240,458,302,760,76,7147
2026-08-26,搜索,美妆,腰部,v28.1,57832,18311,546,469,201,185,55,21607,1134,233,147,380,37,3596
2026-08-26,搜索,美妆,腰部,v28.2,73638,23011,703,604,266,245,75,27153,1387,296,193,489,48,4693
2026-08-26,搜索,美妆,尾部,v28.1,29029,9232,289,248,143,131,39,10894,559,117,76,193,19,1810
2026-08-26,搜索,美妆,尾部,v28.2,35453,11182,341,293,170,156,50,13195,674,136,91,227,23,2246
2026-08-26,搜索,数码,头部,v28.1,70754,22546,695,598,147,135,42,26604,1424,274,188,462,47,19683
2026-08-26,搜索,数码,头部,v28.2,82504,26307,847,728,190,175,53,31042,1600,331,215,546,55,23827
2026-08-26,搜索,数码,腰部,v28.1,43984,14038,418,360,164,151,46,16565,871,175,117,292,29,12413
2026-08-26,搜索,数码,腰部,v28.2,54081,17338,536,461,196,180,54,20459,1057,212,138,350,36,15894
2026-08-26,搜索,数码,尾部,v28.1,20808,6639,206,177,110,102,30,7834,411,81,55,135,14,5729
2026-08-26,搜索,数码,尾部,v28.2,25293,8010,243,209,122,112,34,9452,484,100,66,166,17,7440
2026-08-26,搜索,家居,头部,v28.1,55769,17453,556,478,123,113,35,20594,1041,219,143,362,36,5903
2026-08-26,搜索,家居,头部,v28.2,71550,22344,683,587,146,134,40,26366,1388,275,179,454,46,7688
2026-08-26,搜索,家居,腰部,v28.1,36750,11763,354,304,139,128,40,13880,713,144,95,239,25,4131
2026-08-26,搜索,家居,腰部,v28.2,44512,14283,439,378,174,160,50,16854,900,175,120,295,29,4851
2026-08-26,搜索,家居,尾部,v28.1,17658,5466,163,140,81,75,23,6449,328,68,44,112,11,1876
2026-08-26,搜索,家居,尾部,v28.2,20787,6438,198,170,101,93,29,7597,400,82,51,134,14,2303
2026-08-26,搜索,服饰,头部,v28.1,80369,24910,750,645,167,154,49,29393,1491,310,207,516,51,6458
2026-08-26,搜索,服饰,头部,v28.2,99989,31448,967,832,209,192,62,37108,1896,390,258,648,65,8286
2026-08-26,搜索,服饰,腰部,v28.1,51083,16345,521,448,202,186,59,19287,986,203,135,338,34,4372
2026-08-26,搜索,服饰,腰部,v28.2,62031,19797,597,513,234,215,65,23360,1213,249,165,414,43,5536
2026-08-26,搜索,服饰,尾部,v28.1,24544,7647,235,202,124,114,35,9024,456,94,64,158,16,1994
2026-08-26,搜索,服饰,尾部,v28.2,29796,9259,295,254,159,146,44,10925,571,113,77,190,20,2578
2026-08-26,关注,美妆,头部,v28.1,73941,22892,694,597,153,141,45,27013,1388,287,188,475,47,4576
2026-08-26,关注,美妆,头部,v28.2,89708,27913,842,724,186,171,52,32937,1676,355,234,590,61,5768
2026-08-26,关注,美妆,腰部,v28.1,45018,14410,432,371,161,148,46,17004,904,184,118,302,31,3032
2026-08-26,关注,美妆,腰部,v28.2,56262,17385,524,451,206,189,60,20514,1084,215,138,354,36,3506
2026-08-26,关注,美妆,尾部,v28.1,22219,7107,227,195,118,108,34,8386,437,86,59,145,14,1395
2026-08-26,关注,美妆,尾部,v28.2,28386,9118,279,240,141,130,39,10759,544,111,76,188,19,1815
2026-08-26,关注,数码,头部,v28.1,53245,17018,513,441,114,105,32,20082,1014,216,138,353,35,14926
2026-08-26,关注,数码,头部,v28.2,66008,21180,675,581,155,142,46,24992,1286,258,178,436,45,19368
2026-08-26,关注,数码,腰部,v28.1,34743,10854,347,299,138,127,41,12807,659,138,90,228,23,10190
2026-08-26,关注,数码,腰部,v28.2,41686,13317,402,345,150,138,41,15714,838,165,109,274,28,11907
2026-08-26,关注,数码,尾部,v28.1,16061,5050,150,129,81,75,24,5959,317,62,42,105,10,4511
2026-08-26,关注,数码,尾部,v28.2,19719,6323,193,166,105,97,30,7461,395,78,50,128,13,5511
2026-08-26,关注,家居,头部,v28.1,44284,14228,430,370,97,90,29,16789,895,173,114,287,30,5058
2026-08-26,关注,家居,头部,v28.2,56356,17920,535,461,122,112,35,21146,1113,221,150,371,38,6221
2026-08-26,关注,家居,腰部,v28.1,28465,8947,267,230,98,91,29,10557,548,114,72,186,18,3048
2026-08-26,关注,家居,腰部,v28.2,34578,10891,332,285,131,120,37,12851,677,134,91,225,23,3836
2026-08-26,关注,家居,尾部,v28.1,13969,4459,139,119,69,64,20,5261,272,54,36,91,9,1563
2026-08-26,关注,家居,尾部,v28.2,15981,5127,163,140,87,80,24,6050,319,65,42,107,11,1797
2026-08-26,关注,服饰,头部,v28.1,63332,20302,639,549,141,129,40,23957,1220,247,170,416,42,5281
2026-08-26,关注,服饰,头部,v28.2,75982,24305,776,668,166,153,47,28680,1503,309,200,510,51,6440
2026-08-26,关注,服饰,腰部,v28.1,39522,12397,400,344,158,145,45,14628,745,157,101,258,26,3231
2026-08-26,关注,服饰,腰部,v28.2,46947,14755,456,392,178,163,51,17411,903,190,119,309,32,3984
2026-08-26,关注,服饰,尾部,v28.1,19524,6248,189,163,94,87,27,7373,391,76,51,127,13,1681
2026-08-26,关注,服饰,尾部,v28.2,23603,7385,236,203,118,108,34,8715,456,90,59,150,15,1915
2026-08-27,推荐,美妆,头部,v28.1,239374,74774,2292,1971,484,445,136,88233,4564,925,600,1525,156,14944
2026-08-27,推荐,美妆,头部,v28.2,288982,90116,2738,2355,625,575,171,106337,5640,1130,739,1869,192,18235
2026-08-27,推荐,美妆,腰部,v28.1,144359,44571,1330,1144,511,470,141,52594,2782,567,359,926,91,8618
2026-08-27,推荐,美妆,腰部,v28.2,171299,54385,1640,1411,593,545,164,64175,3268,694,457,1151,115,11098
2026-08-27,推荐,美妆,尾部,v28.1,69175,21859,664,571,357,329,104,25793,1303,279,180,459,47,4516
2026-08-27,推荐,美妆,尾部,v28.2,82613,26373,806,693,433,398,128,31120,1584,338,212,550,57,5544
2026-08-27,推荐,数码,头部,v28.1,170598,53260,1595,1372,336,309,96,62846,3322,663,437,1100,114,48572
2026-08-27,推荐,数码,头部,v28.2,206341,64302,1995,1716,437,402,123,75876,3930,781,535,1315,136,58064
2026-08-27,推荐,数码,腰部,v28.1,103204,32761,984,846,366,336,106,38658,2013,398,276,674,68,28992
2026-08-27,推荐,数码,腰部,v28.2,126709,40685,1287,1107,488,449,144,48009,2428,503,325,828,84,36892
2026-08-27,推荐,数码,尾部,v28.1,48884,15434,477,410,247,227,73,18213,936,197,129,326,32,13709
2026-08-27,推荐,数码,尾部,v28.2,61255,19225,591,508,305,281,85,22685,1156,247,157,404,42,18061
2026-08-27,推荐,家居,头部,v28.1,138181,43294,1319,1135,289,266,81,51087,2592,530,360,890,92,15387
2026-08-27,推荐,家居,头部,v28.2,168302,52406,1618,1392,371,341,106,61839,3228,637,417,1055,107,18074
2026-08-27,推荐,家居,腰部,v28.1,86589,27422,883,759,330,304,98,32357,1655,345,229,574,59,9943
2026-08-27,推荐,家居,腰部,v28.2,104215,33125,993,854,365,335,103,39088,2012,403,280,682,69,11447
2026-08-27,推荐,家居,尾部,v28.1,41942,13281,406,349,202,186,56,15671,798,161,108,269,27,4553
2026-08-27,推荐,家居,尾部,v28.2,50127,16075,511,439,278,256,80,18968,973,202,134,335,35,5851
2026-08-27,推荐,服饰,头部,v28.1,199223,63501,1908,1641,413,380,117,74931,3994,788,532,1321,135,17034
2026-08-27,推荐,服饰,头部,v28.2,245942,76231,2278,1959,503,462,139,89953,4705,934,614,1548,154,19559
2026-08-27,推荐,服饰,腰部,v28.1,119219,38256,1176,1011,433,399,120,45142,2365,477,305,782,81,10403
2026-08-27,推荐,服饰,腰部,v28.2,147155,45840,1407,1210,513,472,141,54091,2808,559,378,936,93,12049
2026-08-27,推荐,服饰,尾部,v28.1,57923,18490,576,496,299,275,82,21818,1168,227,148,376,38,4835
2026-08-27,推荐,服饰,尾部,v28.2,72061,22528,675,580,357,328,106,26583,1349,274,186,460,46,5916
2026-08-27,搜索,美妆,头部,v28.1,97411,30903,950,817,212,195,61,36466,1843,395,251,646,65,6154
2026-08-27,搜索,美妆,头部,v28.2,123448,38775,1166,1003,264,243,74,45755,2400,497,319,816,84,7958
2026-08-27,搜索,美妆,腰部,v28.1,62318,19251,607,522,237,218,66,22717,1147,235,162,397,41,3853
2026-08-27,搜索,美妆,腰部,v28.2,76381,24436,780,671,289,266,84,28835,1535,305,206,511,52,5055
2026-08-27,搜索,美妆,尾部,v28.1,30590,9757,293,252,154,142,42,11513,614,120,81,201,21,1988
2026-08-27,搜索,美妆,尾部,v28.2,36474,11607,353,304,184,169,53,13696,709,149,96,245,25,2412
2026-08-27,搜索,数码,头部,v28.1,69215,21841,676,581,144,132,42,25773,1305,277,184,461,46,19917
2026-08-27,搜索,数码,头部,v28.2,83699,26861,816,702,174,160,49,31696,1693,342,217,558,56,23826
2026-08-27,搜索,数码,腰部,v28.1,44773,14313,457,393,166,153,49,16889,875,174,117,291,29,12399
2026-08-27,搜索,数码,腰部,v28.2,54196,16758,511,439,190,175,55,19774,1036,213,137,350,36,15566
2026-08-27,搜索,数码,尾部,v28.1,21380,6662,208,179,109,100,32,7861,419,83,55,138,14,5902
2026-08-27,搜索,数码,尾部,v28.2,26283,8208,250,215,129,118,36,9685,502,102,65,167,17,7229
2026-08-27,搜索,家居,头部,v28.1,60172,18730,582,501,127,117,38,22101,1159,241,156,397,40,6783
2026-08-27,搜索,家居,头部,v28.2,71659,22197,672,578,151,139,43,26192,1340,278,180,458,47,8028
2026-08-27,搜索,家居,腰部,v28.1,35448,11319,339,292,132,121,39,13356,708,138,93,231,23,3916
2026-08-27,搜索,家居,腰部,v28.2,44390,14239,434,373,172,158,50,16802,872,177,114,291,29,4913
2026-08-27,搜索,家居,尾部,v28.1,18188,5755,176,151,93,85,26,6791,361,71,46,117,12,1922
2026-08-27,搜索,家居,尾部,v28.2,21401,6687,206,177,104,96,30,7890,419,86,55,141,14,2374
2026-08-27,搜索,服饰,头部,v28.1,86290,27110,848,729,189,174,52,31990,1680,338,218,555,56,7202
2026-08-27,搜索,服饰,头部,v28.2,99022,30671,930,800,214,197,59,36192,1894,375,256,632,63,8044
2026-08-27,搜索,服饰,腰部,v28.1,53689,16762,537,461,199,183,57,19779,1023,204,139,343,35,4381
2026-08-27,搜索,服饰,腰部,v28.2,64780,20454,641,551,235,216,65,24136,1243,253,166,419,43,5493
2026-08-27,搜索,服饰,尾部,v28.1,25056,7949,241,207,121,111,34,9380,487,101,64,166,16,2124
2026-08-27,搜索,服饰,尾部,v28.2,30726,9790,311,268,161,148,45,11552,609,124,78,202,20,2545
2026-08-27,关注,美妆,头部,v28.1,79091,24459,773,665,170,157,50,28862,1496,314,196,510,51,4866
2026-08-27,关注,美妆,头部,v28.2,94611,29841,951,818,206,190,59,35212,1825,373,243,616,61,5762
2026-08-27,关注,美妆,腰部,v28.1,46341,14499,465,400,174,160,48,17109,888,183,122,305,31,3001
2026-08-27,关注,美妆,腰部,v28.2,59322,18721,571,491,224,206,62,22091,1147,239,156,395,39,3777
2026-08-27,关注,美妆,尾部,v28.1,23355,7414,223,192,119,110,33,8749,461,92,62,154,15,1456
2026-08-27,关注,美妆,尾部,v28.2,29418,9376,284,244,149,137,44,11064,572,117,78,194,20,1904
2026-08-27,关注,数码,头部,v28.1,55450,17303,543,467,121,112,35,20418,1065,212,141,353,35,15326
2026-08-27,关注,数码,头部,v28.2,66755,20780,646,555,142,130,40,24521,1246,264,169,433,44,18659
2026-08-27,关注,数码,腰部,v28.1,34598,10700,328,282,120,110,33,12626,662,133,88,221,22,9166
2026-08-27,关注,数码,腰部,v28.2,43165,13503,417,359,156,143,45,15934,824,173,108,281,29,12354
2026-08-27,关注,数码,尾部,v28.1,17027,5375,167,144,88,81,25,6343,332,67,44,111,11,4692
2026-08-27,关注,数码,尾部,v28.2,20782,6445,195,168,102,93,29,7605,390,80,52,132,13,5588
2026-08-27,关注,家居,头部,v28.1,46780,14830,461,397,98,90,29,17500,905,182,118,300,31,5239
2026-08-27,关注,家居,头部,v28.2,55873,17665,544,468,118,109,34,20845,1079,226,147,373,39,6517
2026-08-27,关注,家居,腰部,v28.1,29867,9570,290,250,115,105,33,11293,578,122,79,201,20,3314
2026-08-27,关注,家居,腰部,v28.2,34773,10815,336,289,132,121,38,12762,673,134,87,222,22,3686
2026-08-27,关注,家居,尾部,v28.1,14088,4364,139,119,75,69,21,5149,263,54,36,91,9,1532
2026-08-27,关注,家居,尾部,v28.2,17419,5584,174,149,89,82,25,6589,341,71,45,116,12,2001
2026-08-27,关注,服饰,头部,v28.1,64056,19975,597,513,125,115,34,23571,1253,252,166,418,43,5458
2026-08-27,关注,服饰,头部,v28.2,80769,25756,809,695,180,165,50,30392,1588,325,216,541,56,7192
2026-08-27,关注,服饰,腰部,v28.1,40196,12879,412,355,151,139,45,15197,781,164,106,270,27,3505
2026-08-27,关注,服饰,腰部,v28.2,48788,15425,466,401,179,165,51,18202,955,198,128,327,33,4213
2026-08-27,关注,服饰,尾部,v28.1,19214,6153,194,167,99,91,28,7261,388,75,52,127,13,1655
2026-08-27,关注,服饰,尾部,v28.2,23442,7450,230,198,114,105,34,8791,459,92,60,152,16,2044
2026-08-28,推荐,美妆,头部,v28.1,242830,75737,2383,2049,505,464,140,89370,4532,971,605,1576,162,15382
2026-08-28,推荐,美妆,头部,v28.2,310539,99084,2974,2558,680,625,194,116919,6162,1270,837,2107,209,20387
2026-08-28,推荐,美妆,腰部,v28.1,151464,47423,1456,1252,540,497,152,55959,2944,606,383,989,97,9414
2026-08-28,推荐,美妆,腰部,v28.2,185613,59288,1818,1563,701,645,208,69959,3569,748,490,1238,121,11508
2026-08-28,推荐,美妆,尾部,v28.1,75611,23767,720,620,393,361,113,28045,1418,297,196,493,50,4762
2026-08-28,推荐,美妆,尾部,v28.2,89390,28191,894,769,442,407,122,33265,1693,353,233,586,59,5582
2026-08-28,推荐,数码,头部,v28.1,175385,55747,1676,1442,387,356,112,65781,3377,707,452,1159,114,49743
2026-08-28,推荐,数码,头部,v28.2,220467,69230,2124,1827,452,416,134,81691,4269,856,570,1427,142,61650
2026-08-28,推荐,数码,腰部,v28.1,111214,35672,1127,970,442,407,124,42093,2209,458,286,744,76,32773
2026-08-28,推荐,数码,腰部,v28.2,135041,43223,1321,1136,521,479,147,51004,2584,534,362,896,90,39286
2026-08-28,推荐,数码,尾部,v28.1,55241,17321,532,458,284,262,83,20438,1087,219,144,363,36,15724
2026-08-28,推荐,数码,尾部,v28.2,64571,20224,636,547,347,319,99,23864,1264,246,162,408,41,17679
2026-08-28,推荐,家居,头部,v28.1,156656,49605,1596,1373,358,330,99,58534,2989,625,405,1030,105,17750
2026-08-28,推荐,家居,头部,v28.2,179796,57479,1780,1531,393,362,116,67826,3454,727,482,1209,119,19993
2026-08-28,推荐,家居,腰部,v28.1,92218,28728,904,777,359,330,102,33899,1797,366,242,607,61,10091
2026-08-28,推荐,家居,腰部,v28.2,112361,35522,1101,947,414,381,123,41916,2157,441,290,732,75,12632
2026-08-28,推荐,家居,尾部,v28.1,45706,14482,458,394,239,220,66,17089,884,184,116,301,30,4925
2026-08-28,推荐,家居,尾部,v28.2,57388,17885,551,473,284,261,80,21105,1083,220,147,367,36,6102
2026-08-28,推荐,服饰,头部,v28.1,209071,64695,1971,1695,451,415,131,76340,3931,793,546,1339,137,17329
2026-08-28,推荐,服饰,头部,v28.2,269754,86462,2636,2267,602,554,167,102025,5158,1071,704,1775,180,22721
2026-08-28,推荐,服饰,腰部,v28.1,128561,40321,1272,1094,480,441,140,47579,2411,513,328,840,87,11096
2026-08-28,推荐,服饰,腰部,v28.2,157992,49600,1477,1270,552,508,159,58528,3076,625,410,1035,103,13440
2026-08-28,推荐,服饰,尾部,v28.1,65985,20764,664,571,350,322,102,24502,1280,265,171,435,44,5763
2026-08-28,推荐,服饰,尾部,v28.2,79576,24648,747,642,395,363,109,29084,1547,303,208,511,53,6603
2026-08-28,搜索,美妆,头部,v28.1,103924,32876,980,843,225,207,62,38794,2041,418,276,694,70,6629
2026-08-28,搜索,美妆,头部,v28.2,125076,39945,1229,1057,272,250,77,47135,2523,503,319,822,82,7941
2026-08-28,搜索,美妆,腰部,v28.1,63219,20063,635,546,253,232,70,23674,1233,243,168,411,42,4082
2026-08-28,搜索,美妆,腰部,v28.2,81854,25654,773,665,293,269,84,30272,1587,320,211,530,54,5174
2026-08-28,搜索,美妆,尾部,v28.1,32348,10118,319,274,160,147,45,11939,607,128,83,211,21,2068
2026-08-28,搜索,美妆,尾部,v28.2,39128,12223,373,320,197,182,54,14424,741,156,100,256,25,2385
2026-08-28,搜索,数码,头部,v28.1,73641,23370,719,618,151,138,44,27577,1442,297,189,486,50,21063
2026-08-28,搜索,数码,头部,v28.2,92398,28525,886,762,188,173,52,33660,1733,354,240,594,59,25159
2026-08-28,搜索,数码,腰部,v28.1,48666,15430,475,409,180,165,52,18208,946,190,124,314,31,13520
2026-08-28,搜索,数码,腰部,v28.2,56865,17924,549,472,219,201,61,21150,1129,221,148,370,37,15771
2026-08-28,搜索,数码,尾部,v28.1,22951,7191,231,199,125,115,37,8485,444,90,57,147,14,6210
2026-08-28,搜索,数码,尾部,v28.2,27323,8653,279,240,140,129,41,10211,546,108,71,179,18,7698
2026-08-28,搜索,家居,头部,v28.1,63770,19802,612,526,135,124,38,23366,1217,241,162,403,41,6746
2026-08-28,搜索,家居,头部,v28.2,77267,24055,758,652,170,157,47,28385,1471,307,194,501,49,8428
2026-08-28,搜索,家居,腰部,v28.1,39187,12346,391,336,153,141,43,14568,751,157,103,260,26,4474
2026-08-28,搜索,家居,腰部,v28.2,49636,15550,498,428,191,176,55,18349,937,199,130,329,32,5495
2026-08-28,搜索,家居,尾部,v28.1,19469,6198,185,159,92,84,26,7314,374,76,52,128,13,2204
2026-08-28,搜索,家居,尾部,v28.2,23113,7357,225,193,113,104,32,8681,455,92,61,153,16,2644
